Row,Brand,Model,Cut Sheet,Dimensions,Basis,Dim status,Changed,Notes,Basis
11,Trane,FC-1 - FCBB0301BAYB0G20AB3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"33.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
12,Trane,FC-2 - FCBB0301BAYB0G20AB3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"33.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
13,Trane,FC-3-1 - FCBB0301AAYB0G20AB3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"33.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
14,Trane,FC-3-2 - FCBB0301AAYB0G20AB3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"33.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
15,Trane,FC-3-3 - FCBB0301AAYB0G20AB3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"33.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
16,Trane,FC-4 - FCBB0401BAYB0G20AC3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"38.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
17,Trane,FC-4-1 - FCBB0401BAYB0G20AC3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"38.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
18,Trane,FC-5 - FCBB0401AAYB0G20AC3A000001000PA,https://elibrary.tranetechnologies.com/public/commercial-hvac/Literature/Installation%20Operation%20and%20Maintenance/UNT-SVX07Q-EN_06302025.pdf,"38.3125"" W x 25.1875"" H x 9.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
19,Trane,PTEF0701GAA,https://www.trane.com/content/dam/Trane/Commercial/global/products-systems/equipment/ductless/PTAC/PTAC-PRD002A-EN_01262016_PD.pdf,"42"" W x 16"" H x 21.5"" D",unit overall,VERIFIED (sweep-corrected),YES,PTAC-PRD002A states 42/16/21.5; 13.75 appears nowhere in it (13.75 is the generic PTAC sleeve depth),unit overall
20,Trane,PTHF1201HAA,https://www.trane.com/content/dam/Trane/Commercial/global/products-systems/equipment/ductless/PTAC/PTAC-PRD002A-EN_01262016_PD.pdf,"42"" W x 16"" H x 21.5"" D",unit overall,VERIFIED (sweep-corrected),YES,PTAC-PRD002A states 42/16/21.5; 13.75 appears nowhere in it (13.75 is the generic PTAC sleeve depth),unit overall
21,Trane,PTEF1501HAA,https://www.trane.com/content/dam/Trane/Commercial/global/products-systems/equipment/ductless/PTAC/PTAC-PRD002A-EN_01262016_PD.pdf,"42"" W x 16"" H x 21.5"" D",unit overall,VERIFIED (sweep-corrected),YES,PTAC-PRD002A states 42/16/21.5; 13.75 appears nowhere in it (13.75 is the generic PTAC sleeve depth),unit overall
22,Trane,PTHF1501HAA,https://www.trane.com/content/dam/Trane/Commercial/global/products-systems/equipment/ductless/PTAC/PTAC-PRD002A-EN_01262016_PD.pdf,"42"" W x 16"" H x 21.5"" D",unit overall,VERIFIED (sweep-corrected),YES,PTAC-PRD002A states 42/16/21.5; 13.75 appears nowhere in it (13.75 is the generic PTAC sleeve depth),unit overall
23,Islandaire,HS00A241GAS44AA,https://islandaire.com/wp-content/uploads/2025/08/EZ-SERIES-41-CUT-SHEET.pdf,"34.75"" W x 17.25"" H x 21"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
24,Islandaire,HSKF12A5Z3A16AA,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
25,Islandaire,HSKF12A2I3A16AA,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
26,Islandaire,HSKF16A2I3A16AA,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
27,Islandaire,"COIL,HYD,TOP MOUNT, MX STD",https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"20.000"" W x 2.000"" H x 3.750"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
28,Islandaire,EZNY TOP MNT; OPPOSITE END HEATING COIL,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-NY-Cutsheet.pdf,"40.192"" W x 0.750"" H x 6.875"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
29,Islandaire,"6030261 - COIL ASSY TOP MOUNT, SAME END, EZNY",https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-NY-Cutsheet.pdf,"41.000"" W x 3.500"" H x 7.000"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
30,Islandaire,"COIL ASSY, TOP MOUNT, RM, VER2",https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf,"38.500"" W x 3.840"" H x 9.000"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
31,Islandaire,"6030148 - COIL,HYD,16/SINGER,W\VENT",https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"33.442"" W x 0.750"" H x 6.000"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
32,Islandaire,"LOUVER, KA/KF, 36""",https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.000"" W x 13.000"" H x 1.117"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
33,Islandaire,"LOUVER, EZGS/EZNY/EZ42, EXTERNAL",https://islandaire.com/wp-content/uploads/2025/07/EZGS-Series-Cutsheet.pdf,"42.000"" W x 15.900"" H x 1.125"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
34,Islandaire,EZ15A2ADG4V,https://islandaire.com/wp-content/uploads/2025/07/EZ42-EZDR-Engineering-Manual-11_30_23.pdf,"35 7/8"" W x 16 1/4"" H x 19 3/8"" D",as published (single sensible measurement),UNSOURCED - not in cited doc,no,"EZ42 cross-ref pairs 35 7/8 W with 14 1/2 H (SEA/SHA), not 16 1/4; 19 3/8 D not published",as published (single sensible measurement)
35,Islandaire,EZ15L2CSC1N44AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CS-cutsheet.pdf,"32"" W x 18 5/16"" H x 16.75"" D",sleeve = fit opening,"PARTIAL - W/H sourced, depth unsourced",YES,EZ42-EZDR manual legacy-sleeve cross-ref table: CS 18 5/16 H x 32 W; 16.75 D not published,sleeve = fit opening
36,Islandaire,EZ15KL2CSC1N44AA,https://islandaire.com/wp-content/uploads/2025/09/EZSC-Series-Cutsheet.pdf,"40"" W x 16"" H x 20"" D",sleeve = fit opening,VERIFIED (sweep: all figures in cited doc),YES,,sleeve = fit opening
37,Islandaire,EZ15B4XXX1S14AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D",sleeve = fit opening,VERIFIED (sweep: all figures in cited doc),YES,,sleeve = fit opening
38,Islandaire,EZ12K5EDGB,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-ED-Cutsheet.pdf,"42 5/8"" W x 14 13/16"" H x 20 3/4"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
39,Islandaire,EZ09C2EBC1N14AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-ED-Cutsheet.pdf,"42 5/8"" W x 14 13/16"" H x 20 3/4"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
40,Islandaire,EZ12C2EBC1N14AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-ED-Cutsheet.pdf,"42 5/8"" W x 14 13/16"" H x 20 3/4"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
41,Islandaire,EZ12A2EDGB,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-ED-Cutsheet.pdf,"42 5/8"" W x 14 13/16"" H x 20 3/4"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
42,Islandaire,EZ15K2EDIBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-ED-Cutsheet.pdf,"42 5/8"" W x 14 13/16"" H x 20 3/4"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
43,Islandaire,EZED16K2IBS45AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-ED-Cutsheet.pdf,"42 5/8"" W x 14 13/16"" H x 20 3/4"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
44,Islandaire,EZ09L216C1S15AB,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
45,Islandaire,EZPD12K9GAS47AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
46,Islandaire,EZ12K9JKGAS15AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-JK-cutsheet.pdf,"42"" W x 16"" H x 13.75"" D",sleeve = fit opening,"PARTIAL - W/H sourced, depth unsourced",YES,EZ42-EZDR manual legacy-sleeve cross-ref table: JK 16 H x 42 W; JK sheet itself says wall sleeves not available for JK; 13.75 D not published,sleeve = fit opening
47,Islandaire,EZPD16K9GBS47AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
48,Islandaire,EZ15K9JKGAS15AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-JK-cutsheet.pdf,"42"" W x 16"" H x 13.75"" D",sleeve = fit opening,"PARTIAL - W/H sourced, depth unsourced",YES,same as row 46,sleeve = fit opening
49,Islandaire,EZ12C1JA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-JA-Cutsheet.pdf,"30"" W x 14"" H x 20.31"" D",sleeve = fit opening,"PARTIAL - W/H sourced, depth unsourced",YES,EZ42-EZDR manual legacy-sleeve cross-ref table: J/EJ 14 H x 30 W; 20.31 D not published,sleeve = fit opening
50,Islandaire,EZ15A9JKG4S15AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-JK-cutsheet.pdf,"42"" W x 16"" H x 13.75"" D",sleeve = fit opening,"PARTIAL - W/H sourced, depth unsourced",YES,same as row 46,sleeve = fit opening
51,Islandaire,EZ09K9JAF4S14AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-JA-Cutsheet.pdf,"30"" W x 14"" H x 20.31"" D",sleeve = fit opening,"PARTIAL - W/H sourced, depth unsourced",YES,EZ42-EZDR manual legacy-sleeve cross-ref table: J/EJ 14 H x 30 W; 20.31 D not published,sleeve = fit opening
52,Islandaire,EZKF12L5ZBS46AL,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
53,Islandaire,EZ12B2KFIAK14AA,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
54,Islandaire,EZKF12L2IAS46AL,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
55,Islandaire,EZKF12L2IBS46AL,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
56,Islandaire,EZKF16L21BS46AZ,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
57,Islandaire,EZ15A2KF,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep),YES,KF model cited the EZ42 manual; EZKF cutsheet carries the value,as published (single sensible measurement)
58,Islandaire,EZKF16L2IAS46AL,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
59,Islandaire,EZKF16L2IBS46AL,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 10.5-16.0"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
60,Islandaire,EZ07A5MXZBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
61,Islandaire,EZ07K5MXZBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
62,Islandaire,EZ09L5MXY1S14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
63,Islandaire,EZ12K1MXFBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep),YES,MX model cited the EZ42 manual; MX cutsheet carries the value,as published (single sensible measurement)
64,Islandaire,EZ12K5MXZBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
65,Islandaire,EZ12K1MXZBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
66,Islandaire,EZ09K2MXIBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
67,Islandaire,EZ12K2MXIBS10AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
68,Islandaire,EZ12A2MXI2S14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
69,Islandaire,EZ12K2MXIBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
70,Islandaire,EZ12L2MXIBS10AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
71,Islandaire,EZ15K2MXIBS10AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
72,Islandaire,EZ15K2MXIBS14AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
73,Islandaire,EZ15L2MXIBS10AA,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
74,Islandaire,EZPD09L5ZBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
75,Islandaire,EZPD12L5YBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
76,Islandaire,EZPD12L1QBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
77,Islandaire,EZPD09L9HBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
78,Islandaire,EZPD12L9GBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
79,Islandaire,EZPD12L2IBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
80,Islandaire,EZPD16K9GBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
81,Islandaire,EZPD16L9HBS10AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
82,Islandaire,EZPD16L2IBS17AA,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
83,Islandaire,EZPD16K2IBS17AA,https://islandaire.com/wp-content/uploads/2025/07/EZ42-EZDR-Engineering-Manual-11_30_23.pdf,"42.00"" W x 16.00"" H x 15.00"" D",as published (single sensible measurement),VERIFIED (sweep: all figures in cited doc),no,,as published (single sensible measurement)
84,Islandaire,EZRK09K5GAS16AL,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,no,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
85,Islandaire,EZRK12A5GAS16AL,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,no,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
86,Islandaire,EZ12L5RKZBS15AL,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,YES,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
87,Islandaire,EZRK12L5ZBS16AL,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,no,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
88,Islandaire,EZRK12A9GAS16AB,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,YES,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
89,Islandaire,EZRK12L2IBS16AL,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,no,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
90,Islandaire,EZ15A2RK,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",as published (single sensible measurement),DISPUTED - manual check,YES,RK drawing: 37 3/4 W confirmed; drawing reads ~15-16 1/8 H and 18 1/4 D; recorded 15 5/8 H / 25 3/8 D in no RK document,as published (single sensible measurement)
